Survived,Pclass,Sex,Age,Sibsp,Parch,Fare,Embarked,Class,Who,Adult_Male,Deck,Embark_Town,Alive,Alone
1,2,Female,28,0,0,13,S,Second,Woman,FALSE,N/A,Southampton,Yes,TRUE
1,3,Male,0,0,0,8.1125,S,Third,Man,TRUE,N/A,Southampton,Yes,TRUE
1,1,Male,4,0,0,81.8583,S,First,Child,FALSE,A,Southampton,Yes,FALSE
1,2,Female,13,0,0,19.5,S,Second,Child,FALSE,N/A,Southampton,Yes,FALSE
1,1,Male,34,0,0,26.55,S,First,Man,TRUE,N/A,Southampton,Yes,TRUE
1,3,Female,5,2,0,19.2583,C,Third,Child,FALSE,N/A,Cherbourg,Yes,FALSE
1,1,Male,52,0,0,30.5,S,First,Man,TRUE,C,Southampton,Yes,TRUE
0,2,Male,36,1,0,27.75,S,Second,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Male,1,1,0,19.9667,S,Third,Man,TRUE,N/A,Southampton,No,FALSE
0,1,Male,30,0,0,27.75,C,First,Man,TRUE,C,Cherbourg,No,TRUE
1,1,Male,49,1,1,89.1042,C,First,Man,TRUE,C,Cherbourg,Yes,FALSE
0,3,Male,0,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,3,Male,29,0,0,7.8958,C,Third,Man,TRUE,N/A,Cherbourg,Yes,TRUE
0,1,Male,65,0,0,26.55,S,First,Man,TRUE,E,Southampton,No,TRUE
1,1,Female,1,1,1,51.8625,S,First,Woman,FALSE,D,Southampton,Yes,FALSE
1,2,Female,50,0,0,10.5,S,Second,Woman,FALSE,N/A,Southampton,Yes,TRUE
0,3,Male,0,0,0,7.75,Q,Third,Man,TRUE,N/A,Queenstown,No,TRUE
1,1,Male,48,0,0,26.55,S,First,Man,TRUE,E,Southampton,Yes,TRUE
0,3,Male,34,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,1,Male,47,0,0,38.5,S,First,Man,TRUE,E,Southampton,No,TRUE
0,2,Male,48,0,0,13,S,Second,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,0,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,38,0,0,7.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,2,Male,0,0,0,0,S,Second,Man,TRUE,N/A,Southampton,No,TRUE
0,1,Male,56,0,0,26.55,S,First,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,0,0,0,7.725,Q,Third,Man,TRUE,N/A,Queenstown,No,TRUE
1,3,Female,0,2,75,19.2583,C,Third,Child,FALSE,N/A,Cherbourg,Yes,FALSE
0,3,Male,0,0,0,7.25,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,38,0,0,8.6625,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,2,Female,33,1,0,27.75,S,Second,Woman,FALSE,N/A,Southampton,Yes,FALSE
1,2,Female,23,0,0,13.7917,C,Second,Woman,FALSE,D,Cherbourg,Yes,TRUE
0,3,Female,22,0,0,9.8375,S,Third,Woman,FALSE,N/A,Southampton,No,TRUE
0,1,Male,0,0,0,52,S,First,Man,TRUE,A,Southampton,No,TRUE
0,2,Male,34,1,0,21,S,Second,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Male,29,1,0,7.0458,S,Third,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Male,22,0,0,7.5208,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,3,Female,2,0,0,12.2875,S,Third,Child,FALSE,N/A,Southampton,Yes,FALSE
0,3,Male,9,5,0,46.9,S,Third,Child,FALSE,N/A,Southampton,No,FALSE
0,2,Male,0,0,0,0,S,Second,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,50,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,3,Female,63,0,0,9.5875,S,Third,Woman,FALSE,N/A,Southampton,Yes,TRUE
1,1,Male,25,1,1,91.0792,C,First,Man,TRUE,B,Cherbourg,Yes,FALSE
0,3,Female,3,3,0,25.4667,S,Third,Woman,FALSE,N/A,Southampton,No,FALSE
1,1,Female,35,1,1,90,S,First,Woman,FALSE,C,Southampton,Yes,FALSE
0,1,Male,58,0,0,29.7,C,First,Man,TRUE,B,Cherbourg,No,TRUE
0,3,Male,30,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,3,Male,9,1,0,15.9,S,Third,Child,FALSE,N/A,Southampton,Yes,FALSE
0,3,Male,1,1,0,19.9667,S,Third,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Male,21,0,0,7.25,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,1,Male,55,0,0,30.5,S,First,Man,TRUE,C,Southampton,No,TRUE
0,1,Male,71,0,0,49.5042,C,First,Man,TRUE,N/A,Cherbourg,No,TRUE
0,3,Male,21,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,0,0,0,14.4583,C,Third,Man,TRUE,N/A,Cherbourg,No,TRUE
1,1,Female,54,1,1,78.2667,C,First,Woman,FALSE,D,Cherbourg,Yes,FALSE
0,3,Male,0,0,0,15.1,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,1,Female,25,1,1,151.55,S,First,Woman,FALSE,C,Southampton,No,FALSE
0,3,Male,24,0,0,7.7958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,17,0,0,8.6625,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Female,21,0,0,7.75,Q,Third,Woman,FALSE,N/A,Queenstown,No,TRUE
0,3,Female,0,0,0,7.6292,Q,Third,Woman,FALSE,N/A,Queenstown,No,TRUE
0,3,Female,37,0,0,9.5875,S,Third,Woman,FALSE,N/A,Southampton,No,TRUE
1,1,Female,16,0,0,86.5,S,First,Woman,FALSE,B,Southampton,Yes,TRUE
0,1,Male,18,1,1,108.9,C,First,Man,TRUE,C,Cherbourg,No,FALSE
1,2,Female,33,0,0,26,S,Second,Woman,FALSE,N/A,Southampton,Yes,FALSE
1,1,Male,0,0,0,26.55,S,First,Man,TRUE,N/A,Southampton,Yes,TRUE
0,3,Male,28,0,0,22.525,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,3,Male,26,0,0,56.4958,S,Third,Man,TRUE,N/A,Southampton,Yes,TRUE
1,3,Male,29,0,0,7.75,Q,Third,Man,TRUE,N/A,Queenstown,Yes,TRUE
0,3,Male,0,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Male,36,0,0,26.2875,S,First,Man,TRUE,E,Southampton,Yes,TRUE
1,1,Female,54,1,0,59.4,C,First,Woman,FALSE,N/A,Cherbourg,Yes,FALSE
0,3,Male,24,0,0,7.4958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,1,Male,47,0,0,34.0208,S,First,Man,TRUE,D,Southampton,No,TRUE
1,2,Female,34,0,0,10.5,S,Second,Woman,FALSE,F,Southampton,Yes,TRUE
0,3,Male,0,0,0,24.15,Q,Third,Man,TRUE,N/A,Queenstown,No,TRUE
1,2,Female,36,1,0,26,S,Second,Woman,FALSE,N/A,Southampton,Yes,FALSE
0,3,Male,32,0,0,7.8958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Female,30,0,0,93.5,S,First,Woman,FALSE,B,Southampton,Yes,TRUE
0,3,Male,22,0,0,7.8958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,0,0,0,7.225,C,Third,Man,TRUE,N/A,Cherbourg,No,TRUE
1,1,Female,44,0,0,57.9792,C,First,Woman,FALSE,B,Cherbourg,Yes,FALSE
0,3,Male,0,0,0,7.2292,C,Third,Man,TRUE,N/A,Cherbourg,No,TRUE
0,3,Male,40,0,5,7.75,Q,Third,Man,TRUE,N/A,Queenstown,No,TRUE
1,2,Female,50,0,0,10.5,S,Second,Woman,FALSE,N/A,Southampton,Yes,TRUE
0,1,Male,0,0,0,221.7792,S,First,Man,TRUE,C,Southampton,No,TRUE
0,3,Male,39,0,0,7.925,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,2,Male,23,2,0,11.5,S,Second,Man,TRUE,N/A,Southampton,No,FALSE
1,2,Female,2,1,0,26,S,Second,Child,FALSE,N/A,Southampton,Yes,FALSE
0,3,Male,0,0,0,7.2292,C,Third,Man,TRUE,N/A,Cherbourg,No,TRUE
0,3,Male,17,1,0,7.2292,C,Third,Man,TRUE,N/A,Cherbourg,No,FALSE
1,3,Female,0,0,0,22.3583,C,Third,Woman,FALSE,N/A,Cherbourg,Yes,FALSE
0,3,Female,30,0,0,8.6625,S,Third,Woman,FALSE,N/A,Southampton,No,TRUE
1,2,Female,7,0,0,26.25,S,Second,Child,FALSE,N/A,Southampton,Yes,FALSE
0,1,Male,45,0,0,26.55,S,First,Man,TRUE,B,Southampton,No,TRUE
1,1,Female,30,0,0,106.425,C,First,Woman,FALSE,N/A,Cherbourg,Yes,TRUE
0,3,Male,0,0,0,14.5,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Female,22,0,0,49.5,C,First,Woman,FALSE,B,Cherbourg,Yes,FALSE
1,1,Female,36,0,0,71,S,First,Woman,FALSE,B,Southampton,Yes,FALSE
0,3,Female,9,4,0,31.275,S,Third,Child,FALSE,N/A,Southampton,No,FALSE
0,3,Female,11,4,0,31.275,S,Third,Child,FALSE,N/A,Southampton,No,FALSE
1,2,Male,32,1,0,26,S,Second,Man,TRUE,N/A,Southampton,Yes,FALSE
0,1,Male,50,1,1,106.425,C,First,Man,TRUE,C,Cherbourg,No,FALSE
0,1,Male,64,0,0,26,S,First,Man,TRUE,N/A,Southampton,No,TRUE
1,2,Female,19,1,0,26,S,Second,Woman,FALSE,N/A,Southampton,Yes,FALSE
1,2,Male,0,0,0,13.8625,C,Second,Man,TRUE,N/A,Cherbourg,Yes,TRUE
0,3,Male,33,1,0,20.525,S,Third,Man,TRUE,N/A,Southampton,No,FALSE
1,2,Male,8,1,0,36.75,S,Second,Child,FALSE,N/A,Southampton,Yes,FALSE
1,1,Male,17,0,0,110.8833,C,First,Man,TRUE,C,Cherbourg,Yes,FALSE
0,2,Male,27,0,0,26,S,Second,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,0,0,0,7.8292,Q,Third,Man,TRUE,N/A,Queenstown,No,TRUE
1,3,Male,22,0,0,7.225,C,Third,Man,TRUE,N/A,Cherbourg,Yes,TRUE
1,3,Female,22,0,0,7.775,S,Third,Woman,FALSE,N/A,Southampton,Yes,TRUE
0,1,Male,62,0,0,26.55,S,First,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Female,48,1,1,39.6,C,First,Woman,FALSE,A,Cherbourg,Yes,FALSE
0,1,Male,0,0,0,227.525,C,First,Man,TRUE,N/A,Cherbourg,No,TRUE
1,1,Female,39,1,1,79.65,S,First,Woman,FALSE,E,Southampton,Yes,FALSE
1,3,Female,36,1,0,17.4,S,Third,Woman,FALSE,N/A,Southampton,Yes,FALSE
0,3,Male,0,0,0,7.75,Q,Third,Man,TRUE,N/A,Queenstown,No,TRUE
0,3,Male,40,0,0,7.8958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,2,Male,28,0,0,13.5,S,Second,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,0,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Female,0,0,0,8.05,S,Third,Woman,FALSE,N/A,Southampton,No,TRUE
0,3,Male,24,2,0,24.15,S,Third,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Male,19,0,0,7.8958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Female,29,0,0,21.075,S,Third,Woman,FALSE,N/A,Southampton,No,FALSE
0,3,Male,0,0,0,7.2292,C,Third,Man,TRUE,N/A,Cherbourg,No,TRUE
1,3,Male,32,0,0,7.8542,S,Third,Man,TRUE,N/A,Southampton,Yes,TRUE
1,2,Male,62,0,0,10.5,S,Second,Man,TRUE,N/A,Southampton,Yes,TRUE
1,1,Female,53,2,2,51.4792,S,First,Woman,FALSE,C,Southampton,Yes,FALSE
1,1,Male,36,0,0,26.3875,S,First,Man,TRUE,E,Southampton,Yes,TRUE
1,3,Female,0,0,0,7.75,Q,Third,Woman,FALSE,N/A,Queenstown,Yes,TRUE
0,3,Male,16,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,19,0,0,14.5,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,2,Female,34,0,0,13,S,Second,Woman,FALSE,N/A,Southampton,Yes,TRUE
1,1,Female,39,1,1,55.9,S,First,Woman,FALSE,E,Southampton,Yes,FALSE
0,3,Female,1,1,0,14.4583,C,Third,Woman,FALSE,N/A,Cherbourg,No,FALSE
1,3,Male,32,0,0,7.925,S,Third,Man,TRUE,N/A,Southampton,Yes,TRUE
1,2,Female,25,1,0,30,S,Second,Woman,FALSE,N/A,Southampton,Yes,FALSE
1,1,Female,39,1,1,110.8833,C,First,Woman,FALSE,C,Cherbourg,Yes,FALSE
0,2,Male,54,0,0,26,S,Second,Man,TRUE,N/A,Southampton,No,TRUE
0,1,Male,36,0,0,40.125,C,First,Man,TRUE,A,Cherbourg,No,TRUE
0,3,Male,0,0,0,8.7125,C,Third,Man,TRUE,N/A,Cherbourg,No,TRUE
1,1,Female,18,0,0,79.65,S,First,Woman,FALSE,E,Southampton,Yes,FALSE
0,2,Male,47,0,0,15,S,Second,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Male,60,1,1,79.2,C,First,Man,TRUE,B,Cherbourg,Yes,FALSE
0,3,Male,22,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,0,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,35,0,0,7.125,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Female,52,1,1,78.2667,C,First,Woman,FALSE,D,Cherbourg,Yes,FALSE
0,3,Male,47,0,0,7.25,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Female,0,0,0,7.75,Q,Third,Woman,FALSE,N/A,Queenstown,No,FALSE
0,2,Male,37,1,0,26,S,Second,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Male,36,1,0,24.15,S,Third,Man,TRUE,N/A,Southampton,No,FALSE
1,2,Female,0,0,0,33,S,Second,Woman,FALSE,N/A,Southampton,Yes,TRUE
0,3,Male,49,0,0,0,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,0,0,0,7.225,C,Third,Man,TRUE,N/A,Cherbourg,No,TRUE
1,1,Male,49,1,1,56.9292,C,First,Man,TRUE,A,Cherbourg,Yes,FALSE
1,2,Female,24,2,0,27,S,Second,Woman,FALSE,N/A,Southampton,Yes,FALSE
0,3,Male,0,0,0,7.8958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,1,Male,0,0,0,42.4,S,First,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,44,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Male,35,0,0,26.55,C,First,Man,TRUE,N/A,Cherbourg,Yes,TRUE
0,3,Male,36,1,0,15.55,S,Third,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Male,30,0,0,7.8958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Male,27,0,0,30.5,S,First,Man,TRUE,N/A,Southampton,Yes,TRUE
1,2,Female,22,1,0,41.5792,C,Second,Woman,FALSE,N/A,Cherbourg,Yes,FALSE
1,1,Female,40,0,0,153.4625,S,First,Woman,FALSE,C,Southampton,Yes,TRUE
0,3,Female,39,1,0,31.275,S,Third,Woman,FALSE,N/A,Southampton,No,FALSE
0,3,Male,0,0,0,7.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,3,Female,1,1,0,15.5,Q,Third,Woman,FALSE,N/A,Queenstown,Yes,FALSE
0,3,Male,0,0,0,7.75,Q,Third,Man,TRUE,N/A,Queenstown,No,TRUE
0,3,Male,35,0,0,8.05,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,2,Female,24,1,0,65,S,Second,Woman,FALSE,N/A,Southampton,Yes,FALSE
0,3,Male,34,1,0,14.4,S,Third,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Female,26,1,0,16.1,S,Third,Woman,FALSE,N/A,Southampton,No,FALSE
1,2,Female,4,2,2,39,S,Second,Child,FALSE,F,Southampton,Yes,FALSE
0,2,Male,26,0,0,10.5,S,Second,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,27,1,0,14.4542,C,Third,Man,TRUE,N/A,Cherbourg,No,FALSE
1,1,Male,42,1,1,52.5542,S,First,Man,TRUE,D,Southampton,Yes,FALSE
1,3,Male,20,1,0,15.7417,C,Third,Man,TRUE,N/A,Cherbourg,Yes,FALSE
0,3,Male,21,0,0,7.8542,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,21,0,0,16.1,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,1,Male,61,0,0,32.3208,S,First,Man,TRUE,D,Southampton,No,TRUE
0,2,Male,57,0,0,12.35,Q,Second,Man,TRUE,N/A,Queenstown,No,TRUE
1,1,Female,21,0,0,77.9583,S,First,Woman,FALSE,D,Southampton,Yes,TRUE
0,3,Male,26,0,0,7.8958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Male,0,0,0,7.7333,Q,Third,Man,TRUE,N/A,Queenstown,No,TRUE
1,1,Male,80,0,0,30,S,First,Man,TRUE,A,Southampton,Yes,TRUE
0,3,Male,51,0,0,7.0542,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Male,32,0,0,30.5,C,First,Man,TRUE,B,Cherbourg,Yes,TRUE
0,1,Male,0,0,0,0,S,First,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Female,9,3,0,27.9,S,Third,Child,FALSE,N/A,Southampton,No,FALSE
1,2,Female,28,0,0,13,S,Second,Woman,FALSE,N/A,Southampton,Yes,TRUE
0,3,Male,32,0,0,7.925,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,2,Male,31,1,0,26.25,S,Second,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Female,41,0,0,39.6875,S,Third,Woman,FALSE,N/A,Southampton,No,FALSE
0,3,Male,1,1,0,16.1,S,Third,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Male,20,0,0,7.8542,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Female,24,0,0,69.3,C,First,Woman,FALSE,B,Cherbourg,Yes,TRUE
0,3,Female,2,3,0,27.9,S,Third,Child,FALSE,N/A,Southampton,No,FALSE
1,3,Male,0,0,0,56.4958,S,Third,Man,TRUE,N/A,Southampton,Yes,TRUE
1,3,Female,0,2,75,19.2583,C,Third,Child,FALSE,N/A,Cherbourg,Yes,FALSE
1,1,Male,48,1,1,76.7292,C,First,Man,TRUE,D,Cherbourg,Yes,FALSE
0,3,Male,19,0,0,7.8958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,1,Male,56,0,0,35.5,C,First,Man,TRUE,A,Cherbourg,Yes,TRUE
0,3,Male,0,0,0,7.55,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,3,Female,23,0,0,7.55,S,Third,Woman,FALSE,N/A,Southampton,Yes,TRUE
0,3,Male,0,0,0,7.8958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,2,Female,18,0,0,23,S,Second,Woman,FALSE,N/A,Southampton,Yes,FALSE
0,3,Male,21,0,0,8.4333,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,3,Female,0,0,0,7.8292,Q,Third,Woman,FALSE,N/A,Queenstown,Yes,TRUE
0,3,Female,18,0,0,6.75,Q,Third,Woman,FALSE,N/A,Queenstown,No,TRUE
0,2,Male,24,2,0,73.5,S,Second,Man,TRUE,N/A,Southampton,No,FALSE
0,3,Male,0,0,0,7.8958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
0,3,Female,32,1,0,15.5,Q,Third,Woman,FALSE,N/A,Queenstown,No,FALSE
0,2,Male,23,0,0,13,S,Second,Man,TRUE,N/A,Southampton,No,TRUE
0,1,Male,58,0,0,113.275,C,First,Man,TRUE,D,Cherbourg,No,FALSE
1,1,Male,50,2,0,133.65,S,First,Man,TRUE,N/A,Southampton,Yes,FALSE
0,3,Male,40,0,0,7.225,C,Third,Man,TRUE,N/A,Cherbourg,No,TRUE
0,1,Male,47,0,0,25.5875,S,First,Man,TRUE,E,Southampton,No,TRUE
0,3,Male,36,0,0,7.4958,S,Third,Man,TRUE,N/A,Southampton,No,TRUE
1,3,Male,20,1,0,7.925,S,Third,Man,TRUE,N/A,Southampton,Yes,FALSE
0,2,Male,32,2,0,73.5,S,Second,Man,TRUE,N/A,Southampton,No,FALSE
